"","lead_id","name","company","qualification_level_code_text","user_status_code_text","account_life_cycle_status_code_text","life_cycle_status_code_text","origin_type_code_text","priority_code_text","group_code_text","c4c_account_state","bci_project_state","bci_project_type","bci_project_status","estimated_project_value","bci_project_stage","opportunity_id","sale","project_state","log_value","type"
"891",31572,"NEXUS CORPORATE MULGRAVE","ICON - Melbourne Head Office","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office buildings (2) - 6 storey","Construction Commenced",1.5e+08,"Construction","NULL","0","Construction Commenced",18.8261458520605,"commercial"
"892",31574,"484-486 Waterdale Rd Lot 1 & 2 on PS058199 Heidelberg Heights VIC 3081","EcoResults Consultants (also Eco Re","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (11) - 2 storey","Development Approval",2200000,"Documentation","NULL","0","Development Approval",14.6039679183285,"townhouse"
"893",31581,"4 North St Lots 71 & 72 DP 4078 Hectorville SA 5073","D'Andrea Architects SA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments (13) - 2 buildings | townhouses (6) - 2 storey","Construction Certificate Approved",3800000,"Documentation","NULL","0","low_chance",15.1505116246966,"apartment"
"894",31619,"554-556 Inkerman Rd Lots 1 & 2 on TP389305, TP429875 & TP684320 Caulfield North VIC 3161","John Patrick Landscape Architects P","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (24) - 4 storey","Construction Certificate Submitted",6e+06,"Documentation","NULL","0","low_chance",15.6072700271923,"apartment"
"895",31627,"WILTON RECREATION RESERVE MASTERPLAN","Clouston Associates Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","multipurpose courts (4) | multipurpose facility | amenities block for reserve - redevelopment","Construction Commenced",3600000,"Construction","NULL","0","Construction Commenced",15.0964444034263,"other"
"896",31628,"ROKU RESIDENCES","White + Dickson Architects","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (6) - 2 storey","Deferred",2508000,"Documentation","NULL","0","low_chance",14.7349961807349,"apartment"
"897",31629,"RYMAN HEALTHCARE - MOUNT ELIZA","Ryman Healthcare (Australia) P","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","retirement village (272 units) | aged care facility (124 beds) - alterations & additions - 4 storeys","Appeal Lodged",9.5e+07,"Documentation","NULL","0","Appeal Lodged",18.3693874495648,"aged_care"
"898",31639,"PORT BREW HOUSE","O&apos;Neill Architecture","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Victoria","micro-brewery | cafe - 2 storey","Appeal Lodged",2200000,"Documentation","NULL","0","Appeal Lodged",14.6039679183285,"other"
"899",31645,"1-3 Warren Crt Lots 1-14 & 308 Diagonal Rd  Lot 6 on DP 8023 & Lot 15-19 Oaklands Park SA 5046","Auta Developments Group Pty Lt","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments (19) - 2 & 3 storey","Construction Certificate Approved",2300000,"Documentation","NULL","0","low_chance",14.6484196808994,"apartment"
"900",31656,"31-35 Flora St Lots 12, 13 & 14 SEC 2 on DP4059 Arncliffe NSW 2205","Acoustic Logic Consultancy Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (42) - 8 storey","Tenders Closed Contract not yet Let",13026000,"Tender","NULL","0","low_chance",16.3824579180885,"apartment"
"901",31658,"12 Pascoe Vale Rd Lots 1-4, 10, 14-15 & 21-45 on SP031420A Moonee Ponds VIC 3039","The Moloney Group Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (40) | offices (3) - 8 storey","Tenders To Be Called",1e+07,"Documentation","NULL","0","Tenders To Be Called",16.1180956509583,"apartment"
"902",31665,"2A Dudley St Lot 1 on TP91315 Brighton VIC 3186","Ark Resources Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (9) - 2 storey","Construction Certificate Approved",8e+06,"Documentation","NULL","0","low_chance",15.8949520996441,"townhouse"
"903",31674,"CURTIN UNIVERSITY - TL ROBERTSON LIBRARY","Palassis Architects","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","library for university - refurbishment - 8 storey","Tenders Closed Contract not yet Let",38850000,"Tender","NULL","0","low_chance",17.4752186347779,"other"
"904",31688,"CU-RIVER MINING PORT FACILITY","Cu-River Mining Australia","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","port facility","Feasibility/EIS/Submission of Proposals/Master Planning",2.5e+08,"Concept","NULL","0","low_chance",19.3369714758265,"other"
"905",31714,"ONE CHALMERS","Richard Crookes Constructions","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","office building | shops (2) - 12 storey","Tenderers Named",48318000,"Tender","NULL","0","Tenderers Named",17.6933147200057,"commercial"
"906",31715,"7 Balaclava Rd Lot 8 on LP9944 St Kilda East VIC 3183","Shraga Lewitan & Yoram Eldar A","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (5) - 3 storey","Deferred",4800000,"Documentation","NULL","0","low_chance",15.3841264758781,"apartment"
"907",31720,"BELMONT GOLF CLUB (BGC) SENIORS LIVING","MARS Building Pty Ltd","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","senior living units (11) - 1 & 2 storey","Construction Commenced",4e+06,"Construction","NULL","0","Construction Commenced",15.2018049190842,"aged_care"
"908",31723,"FORMER ARMADALE THEATRE","Trethowan Architecture Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (13) | shops (2) - refurbishment - 6 storey","Tenders To Be Called",1.2e+07,"Documentation","NULL","0","Tenders To Be Called",16.3004172077523,"apartment"
"909",31727,"103 Gardenvale Rd Lot 1 on PS421544 Gardenvale VIC 3185","RPC Architects Pty Ltd (former","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","offices (2) | shop | apartment - 4 storey","Development Approval",2e+06,"Documentation","NULL","0","Development Approval",14.5086577385242,"apartment"
"910",31735,"35-39 Sullivans Rd Lot 2 on PS513598X & 1849 Mount Macedon Rd Lot 4 on PS516070C Woodend VIC 3442","GemLife Pty Ltd - Woodend","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","aged care facility (27 units) - extension - single storey","Development Approval",5600000,"Documentation","NULL","0","Development Approval",15.5382771557054,"aged_care"
"911",31753,"1 Yarra St Lot 1 on TP81159R Hawthorn VIC 3122","G2 Urban Planning (formerly Gattini","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (12) | office - extension - 7 storey","Development Approval",8800000,"Documentation","NULL","0","Development Approval",15.9902622794484,"apartment"
"912",31754,"426-428 Kingsway  Lots 1, 2 & 33 on DP15573 & 1 Hinkler Ave Caringbah NSW 2229","Urban Link Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (30) | medical centre - 6 storey","Construction Certificate Approved",11984000,"Documentation","NULL","0","low_chance",16.2990829847391,"apartment"
"913",31761,"POPLAR AVE - IHAKARA ST &amp; KAPITI RD - TE MOANA RD","New Zealand Transport Agency (NZTA)","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","roadworks - revocation","Development Approval",17477000,"Documentation","NULL","0","Development Approval",16.6763962887485,"road"
"914",31763,"NORTHSIDE MEDICAL PRECINCT","Robert Day Architects","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","QLD","New South Wales","hospital | medical centre | shops - 2 buildings - 4 to 11 storey","Development Application",3.5e+08,"Documentation","NULL","0","Development Application",19.6734437124477,"public"
"915",31771,"GRAND CLIFF TOP WALK &amp; GORDON FALLS LOOKOUT","National Parks & Wildlife Serv","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","walking track | lookout & boardwalk - upgrade","Tenders To Be Called",1e+07,"Documentation","NULL","0","Tenders To Be Called",16.1180956509583,"other"
"916",31776,"MOXY MELBOURNE SOUTH YARRA","Rothelowman Architects (tradin","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","hotel (150 rooms) | apartments (3) - 21 storey","Deferred",32500000,"Tender","25652","1","low_chance",17.2967506473,"apartment"
"917",31777,"THE RISE","Taylor Brammer Landscape Architects","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (20) - part 3 & 4 storey","Tenderers Named",7565000,"Tender","NULL","0","Tenderers Named",15.8390429052046,"apartment"
"918",31784,"30-34 Eton St Lot 14-16 on SP176972 Cambooya QLD 4358","Struxi Design Pty Ltd -Toowoomba","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","medical centre | shopping centre | food & drink outlet - single storey","Development Approval",2e+06,"Documentation","NULL","0","Development Approval",14.5086577385242,"public"
"919",31787,"ALBURY REGIONAL SKATE & RECREATION HUB","Albury City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","skate park - redevelopment","Contract Awarded/Builder Apptd",3401000,"Tender","NULL","0","Contract Awarded/Builder Apptd",15.0395800639893,"other"
"920",31793,"LINKFIELD RD","Department of Transport & Main","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","overpass - duplication","Feasibility/EIS/Submission of Proposals/Master Planning",1.25e+08,"Concept","NULL","0","low_chance",18.6438242952666,"other"
"921",31795,"66-68 Batman St Lots 1 & 2 on TP679971K West Melbourne VIC 3003","Taylor Pressly Architects","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office building - 5 storey","Development Approval",6e+06,"Documentation","NULL","0","Development Approval",15.6072700271923,"commercial"
"922",31851,"EPPING WEST PUBLIC SCHOOL","NSW Department Of Education -","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","administration building for school - alterations & additions - single storey","Construction Certificate Approved",473000,"Documentation","NULL","0","low_chance",13.0668506674741,"public"
"923",31854,"5 Charteris Cres Block 33 Section 33 Chifley ACT 2606","Matrix Property Group - Sydney","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","Australian Capital Territory","townhouses (6) - 2 storey","Site for Sale",3287000,"Documentation","NULL","0","low_chance",15.0054858526464,"townhouse"
"924",31855,"BALLARTO RD","VicRoads - Metro South East Re","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","road - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",3e+07,"Concept","NULL","0","low_chance",17.2167079396264,"road"
"925",31858,"40 Station St Lot 1 on LP12358 Nunawading VIC 3131","Leigh Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (12) - 4 storey","Development Approval",3e+06,"Documentation","NULL","0","Development Approval",14.9141228466324,"apartment"
"926",31877,"128 Church St Lot 4 on PS007454 cnr Grattan St Hawthorn VIC 3122","Northern Environmental Design Pty L","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (5) - 3 storey","Development Approval",3800000,"Documentation","NULL","0","Development Approval",15.1505116246966,"apartment"
"927",31887,"91 Pass Rd CT 164406/ & 22 Goodwins Rd Rokeby TAS 7019","All Urban Planning Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","TAS","Tasmania","subdivision (169 lots) - residential","Tenders To Be Called",8450000,"Documentation","NULL","0","Tenders To Be Called",15.9496769993334,"other"
"928",31911,"BURNSIDE VILLAGE SHOPPING CENTRE - STAGE 6","Hansen Yuncken SA","Hot","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","SA","South Australia","shopping centre - 3 storey","Deferred",1.3e+08,"Tender","NULL","0","low_chance",18.6830450084199,"other"
"929",31915,"HAROLD HOLT SWIM CENTRE","Stonnington City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","diving facility for swimming centre - reinstatement","Feasibility/EIS/Submission of Proposals/Master Planning",6600000,"Concept","NULL","0","low_chance",15.7025802069967,"other"
"930",31920,"BLUE CARE - TOOWOOMBA","Blue Care - Central Office","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","aged care facility (48 units) - refurbishment","Construction Certificate Approved",2e+06,"Documentation","NULL","0","low_chance",14.5086577385242,"aged_care"
"931",31934,"629-639 Pacific Hwy Lots 9 - 14 DP 4138 Chatswood NSW 2067","Develotek Property Group Pty L","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","apartments (81) | shops (2) | offices - 27 storey","Rezoning",3e+07,"Concept","NULL","0","Rezoning",17.2167079396264,"apartment"
"932",31936,"120 Weebar Rd Lot 1 on TP217454M Drouin VIC 3818","Planning Central Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","subdivision (237 lots) - residential","Abandoned",13650000,"Documentation","NULL","0","low_chance",16.4292500795952,"other"
"933",31958,"SPRINGWOOD DISTRICT LIBRARY","Conrad Gargett Pty Ltd (Conrad","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","library - redevelopment - 2 storey","Tenders To Be Called",2500000,"Documentation","NULL","0","Tenders To Be Called",14.7318012898384,"other"
"934",31960,"DARBY PLAZA","GWH Build Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","office building | shops - 7 storey","Development Approval",18951000,"Documentation","NULL","0","Development Approval",16.7573672585489,"commercial"
"935",31962,"DENCE PARK MASTERPLAN","Godden Mackay Logan (GML) Heritage","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","creative centre | aquatic centre | public plaza","Feasibility/EIS/Submission of Proposals/Master Planning",4e+07,"Concept","NULL","0","low_chance",17.5043900120782,"other"
"936",31968,"BOUNCE HOSTEL SYDNEY","Acoustic Logic Consultancy Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","backpackers accommodation (52 rooms) | cafe | bar | shop - 15 storey","Development Approval",10798000,"Documentation","NULL","0","Development Approval",16.1948714897604,"other"
"937",31971,"Basement Level - Level 1 & Level 16 46-54 Pitt St Lot 1 DP 62581 DP 62940 Sydney NSW 2000","Charter Hall Group (formerly F","Warm","Declined","Active","Declined","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","office building | shops - refurbishment - 5 levels","Development Approval",16189000,"Documentation","NULL","0","Development Approval",16.5998425572236,"commercial"
